Chatflow,Fecha,Pregunta del usuario,Respuesta del bot,clasificacion_nueva,motivo
Gran Terraza Coapa,2026-05-24,Hay tiendas celulares?,"No tengo información confirmada sobre tiendas de celulares en Gran Terraza Coapa. Te recomiendo validarlo directamente en el centro comercial o, si lo prefieres, puedo ponerte en contacto con un asesor que tenga la infor...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-24,"Xiaomi,Huawei ","No tengo información confirmada sobre la presencia de tiendas oficiales de Xiaomi o Huawei en Gran Terraza Coapa. Las tiendas y marcas pueden cambiar, así que te sugiero contactar directamente al centro comercial o, si d...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-25,si como se llama el lugar que tiene los go karts,Por el momento no tengo información confirmada sobre un lugar de go karts dentro del centro comercial Gran Terraza Coapa. Es posible que este servicio no esté disponible o que el nombre no esté actualizado en la base de ...,mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-26,Converse,No cuento con información confirmada de que exista una tienda Converse dentro de Gran Terraza Coapa. La información puede variar según la actualización de los comercios. Si te interesa saber la lista exacta de tiendas o ...,descartar,respuesta_negativa_catalogo_directorio
Gran Terraza Coapa,2026-05-28,Hay baños universales?,"No tengo información confirmada sobre la existencia de baños universales en Gran Terraza Coapa. Si deseas, puedo ayudarte a contactar directamente a un asesor para que te brinde este dato actualizado. ¿Te gustaría que te...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-28,Cinepolis ,"Actualmente no cuento con información confirmada sobre la presencia o detalles de Cinépolis dentro de Gran Terraza Coapa. Te recomiendo consultarlo directamente con el área comercial del centro para confirmar ubicación, ...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-29,DONDE ESTA EL CINEPOLIS,No cuento con información confirmada sobre la ubicación de Cinépolis dentro de Gran Terraza Coapa. Te recomiendo preguntar directamente en el módulo de información del centro comercial o consultar el directorio oficial e...,mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-29,En donde se encuentra tra el smart fit,"Smart Fit es uno de los gimnasios dentro de Gran Terraza Coapa, pero actualmente no tengo información disponible sobre qué tienda o local se encuentra atrás del Smart Fit dentro del centro comercial.

Si necesitas detall...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-29,Dónde está depot,"No tengo información confirmada sobre una tienda llamada ""Depot"" dentro de Gran Terraza Coapa. Si buscas alguna tienda específica dentro del centro comercial, por favor dime el nombre completo o detalla el giro para pode...",descartar,captura_contacto_no_brecha
Gran Terraza Coapa,2026-05-29,Restaurantes ,"Por el momento no tengo información confirmada sobre los restaurantes específicos dentro de Gran Terraza Coapa. La información puede variar y estar sujeta a actualización constante.

Si buscas recomendaciones actuales o ...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-30,radio,"¿Puedes especificar a qué te refieres con radio? Si buscas saber si hay alguna estación de radio, tienda de equipos de radio, o evento relacionado con radio en Gran Terraza Coapa, por favor dame un poco más de detalle pa...",descartar,aclaracion_no_brecha
Gran Terraza Coapa,2026-05-30,que restaurantes hay?,No tengo información confirmada sobre los restaurantes actuales en Gran Terraza Coapa. La disponibilidad y oferta gastronómica puede variar con el tiempo y algunas marcas pueden cambiar. Para conocer el listado actualiza...,descartar,dato_dinamico_comercial
Gran Terraza Coapa,2026-05-30,Cine ,"Actualmente no tengo información confirmada sobre la existencia o detalles de un cine en Gran Terraza Coapa. Si buscas funciones, horarios o marcas específicas, te sugiero consultarlo directamente en la cartelera del cen...",descartar,dato_dinamico_comercial
Gran Terraza Coapa,2026-05-31,Inflable ,"Actualmente no tengo información confirmada sobre un inflable dentro de Gran Terraza Coapa. Es posible que la presencia de inflables dependa de eventos especiales, pero no tengo registro actualizado al respecto.

Si busc...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-31,Estoy buscando la tienda nike factory ,"No tengo información confirmada sobre la existencia de una tienda Nike Factory dentro de Gran Terraza Coapa. Si buscas una sucursal específica de Nike, te sugiero consultarlo directamente en el directorio oficial del cen...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-31,Ubicación de la tienda nike factory ?,"No cuento con información confirmada sobre la ubicación de una tienda Nike Factory dentro de Gran Terraza Coapa. Es posible que no esté disponible en este centro comercial.

Si necesitas la ubicación exacta de una tienda...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-31,Banorte,"No tengo información confirmada sobre la presencia de Banorte dentro de Gran Terraza Coapa. Si estás buscando una sucursal bancaria en específico o algún cajero automático, te recomiendo validar directamente con la admin...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-05-31,Hay libreria,"No tengo información confirmada de que haya una librería dentro de Gran Terraza Coapa. Si buscas una tienda específica o alguna librería en particular, te recomiendo consultarlo directamente en el área de atención al cli...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-31,Tienda ghandi,"No tengo información confirmada de que exista una tienda Gandhi dentro de Gran Terraza Coapa. Si tienes interés en encontrar alguna librería en el centro comercial, te sugiero consultarlo directamente en el área de atenc...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-31,Que restaurantes hay,No cuento con información confirmada sobre los restaurantes específicos dentro de Gran Terraza Coapa en este momento. Te recomiendo visitarnos directamente en el centro comercial o consultar con nuestro equipo en sitio p...,descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-05-31,Cinemex,No tengo información confirmada de que haya un Cinemex dentro de Gran Terraza Coapa. Te sugiero validar directamente con el centro comercial o consultar con un asesor si necesitas información más actualizada.,descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-01,Crocs tienda ,Por el momento no tengo información confirmada sobre la tienda Crocs dentro de Gran Terraza Coapa. La disponibilidad de tiendas puede variar y está sujeta a cambios. Te recomiendo validar directamente con la administraci...,descartar,dato_dinamico_comercial
Gran Terraza Coapa,2026-06-01,Ropa interior ,Actualmente no tengo información confirmada sobre tiendas específicas de ropa interior dentro de Gran Terraza Coapa. Es posible que la oferta varíe según la disponibilidad y actualización comercial. Si buscas una tienda ...,descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-02,Qué restaurante hay,"Actualmente no tengo información confirmada sobre los restaurantes disponibles en Gran Terraza Coapa. La oferta gastronómica puede variar, por lo que te recomiendo consultarlo directamente con el área comercial o visitar...",descartar,dato_dinamico_comercial
Gran Terraza Coapa,2026-06-02,Depilacion,"No tengo información confirmada sobre establecimientos de depilación en Gran Terraza Coapa. Si buscas un servicio específico dentro del centro comercial, te sugiero consultar directamente en el directorio físico del cent...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-06-02,Hay tienda puma,"No tengo información confirmada de que exista una tienda Puma dentro de Gran Terraza Coapa. La oferta de tiendas y marcas puede variar, por lo que te recomiendo confirmarlo directamente con la administración del centro c...",descartar,respuesta_negativa_catalogo_directorio
Gran Terraza Coapa,2026-06-02,Hay sketchers?,No tengo información confirmada sobre la presencia de una tienda Skechers en Gran Terraza Coapa. Te sugiero acercarte directamente con el área de información del centro comercial o revisar el directorio oficial en su sit...,mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-06-03,ub6,"No tengo información relacionada con ""ub6"" en Gran Terraza Coapa. Si buscas datos sobre alguna tienda, restaurante o espacio específico dentro del centro comercial, por favor dime un poco más sobre lo que necesitas y con...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-03,pull and bear ,"Sí, Pull and Bear es una tienda de moda juvenil y suele estar presente en varios centros comerciales reconocidos, pero no tengo información confirmada sobre la existencia de Pull and Bear dentro del centro comercial Gran...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-06-04,Cual es el restaurante que esta a lado se cinepolis,No tengo información confirmada sobre el restaurante que está exactamente a lado de Cinépolis en Gran Terraza Coapa. La información puede variar según las tiendas y restaurantes activos en el centro comercial. Te sugiero...,descartar,offtopic_no_brecha
Gran Terraza Coapa,2026-06-05,Porfirios aun esta?,No tengo información confirmada sobre la presencia actual de Porfirio's en Gran Terraza Coapa. La información sobre restaurantes puede variar según la actualización del centro comercial. Te sugiero validarlo directamente...,descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-06,hay restaurante Tok's ,"No tengo información confirmada sobre la presencia de un restaurante Tok's en Gran Terraza Coapa. La información puede variar y estar sujeta a actualizaciones, por lo que te sugiero consultarlo directamente en el centro ...",descartar,offtopic_no_brecha
Gran Terraza Coapa,2026-06-06,Hay game planet en gran terraza Coapa?,"No tengo información confirmada de que Game Planet tenga sucursal en Gran Terraza Coapa. Si deseas, puedo ayudarte a ponerte en contacto con el centro comercial para que un asesor te brinde información más detallada y ac...",descartar,respuesta_negativa_catalogo_directorio
Gran Terraza Coapa,2026-06-06,En que piso esta+,"No tengo información confirmada sobre la distribución por pisos de Gran Terraza Coapa. Si buscas la ubicación de una tienda, restaurante o espacio en específico dentro del centro comercial, dime cuál y con gusto trato de...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-06,En que piso esta el cine,"No tengo información confirmada sobre en qué piso se encuentra el cine dentro de Gran Terraza Coapa. Te sugiero consultar directamente en el centro comercial o en sus directorios al ingresar, ya que ahí te podrán indicar...",descartar,respuesta_parcial_util
Gran Terraza Coapa,2026-06-07,Restaurante de cortes,"Actualmente no tengo información confirmada sobre un restaurante de cortes en Gran Terraza Coapa. Te sugiero acercarte al área de información del centro comercial para validar si han abierto uno recientemente, ya que la ...",descartar,offtopic_no_brecha
Gran Terraza Coapa,2026-06-07,mascotas,Por el momento no cuento con información confirmada sobre la política para mascotas en Gran Terraza Coapa. Te sugiero consultarlo directamente con el área administrativa del centro comercial para obtener la información m...,mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-06-07,Hay un Centro Telcel en esta plaza?,"No tengo información confirmada sobre la presencia de un Centro Telcel dentro de Gran Terraza Coapa. Te recomiendo validar este dato directamente con la administración del centro comercial, ya que la disponibilidad de lo...",mantener_brecha,brecha_accionable
Gran Terraza Coapa,2026-06-08,Tiendas de ropa ,"No tengo información confirmada sobre las tiendas de ropa que hay actualmente en Gran Terraza Coapa. La oferta de comercios puede variar, así que te recomiendo validarlo directamente en el centro comercial o, si lo prefi...",descartar,respuesta_parcial_util
GGI Palmas Uno,2026-05-29,100 m,"Gracias, con 100 m² tu espacio sería más pequeño que el mínimo estándar por inquilino en Palmas Uno.

En el edificio:
- Cada piso se puede subdividir en 2, 4 o 6 espacios  
- Los espacios comienzan a partir de 285 m² por...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-15,Dame precios,"No tengo información confirmada sobre los precios de hospedaje en Viñedo San Lucas. Los costos pueden variar según la temporada, tipo de habitación y disponibilidad. Te recomiendo contactar directamente al área de reserv...",descartar,dato_dinamico_comercial
LST San Lucas,2026-05-15,Precjos,"No tengo información sobre precios de hospedaje o venta de propiedades en Viñedo San Lucas. Si buscas precios de experiencias, te comparto algunos ejemplos:

- Cata de vinos: $890 por persona (incluye recorrido, degustac...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-15,para conocer los precios de las residencias y el desarrollo ?,"No tengo información específica sobre los precios de las residencias o terrenos en el desarrollo. La información sobre precios y disponibilidad puede variar y está sujeta a actualización constante, por lo que te recomien...",descartar,dato_dinamico_comercial
LST San Lucas,2026-05-15,Hola cuanto cuesta el brunch del domingo?,No tengo información específica sobre el costo del brunch del domingo en Viñedo San Lucas. Te recomiendo reservar o consultar directamente con el restaurante para conocer el precio actualizado. Puedes hacerlo al teléfono...,descartar,respuesta_parcial_util
LST San Lucas,2026-05-16,Me podrías dar más inofrmación de en qué consiste el masaje abyangha y el de tejido profundo? y si tiene disponibilidad para el lunes 8 de junio?,"Claro, te explico en qué consisten los masajes que mencionas:

- **Masaje Abyangha**: No tengo información confirmada sobre este masaje en el menú actual del spa de Viñedo San Lucas. Te sugiero preguntar directamente al ...",mantener_brecha,brecha_accionable
LST San Lucas,2026-05-16,Se puede fumar en la terraza ,"No tengo información específica sobre si está permitido fumar en la terraza. Te sugiero consultarlo directamente con el equipo de reservas al 415 688 2210 o por correo a reservas@sanlucas.com.mx, ya que las políticas pue...",mantener_brecha,brecha_accionable
LST San Lucas,2026-05-17,para la reserva de catas tengo que pagar el total ?,No tengo información específica sobre si debes pagar el total al reservar una cata. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con el área de reservas...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-17,Cuál es el mejore viñedo cerca de San Miguel de Allende?,"No cuento con información oficial para comparar viñedos ni para afirmar cuál es el “mejor”, ya que eso depende mucho de lo que busques: experiencia enoturística, gastronomía, ambiente, vinos, actividades, etc.

Viñedo Sa...",mantener_brecha,brecha_accionable
LST San Lucas,2026-05-17,Que bebidas sin alcohol ofrecen?,No tengo información específica sobre cuáles son las bebidas sin alcohol que se ofrecen en la cata sin alcohol de Viñedo San Lucas. Te recomiendo consultarlo directamente con el equipo de reservas al 415 688 2210 o escri...,descartar,respuesta_parcial_util
LST San Lucas,2026-05-18,Me interesaria saber cualñes son los costos de las habitascioenss,No tengo información específica sobre los costos de las habitaciones en Viñedo San Lucas. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al área de reservaciones al...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-19,Cuánto cuesta la habitación ,No tengo información específica sobre el costo por noche de las habitaciones en Viñedo San Lucas. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al área de reservac...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-20,precios,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Sin embargo, puedo compartirte algunos precios de experiencias y servicios:

- Cata de vinos: $890 MXN
- Cata sin alcohol: $550 MXN...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-21,Información de precio por habitación ,No tengo información específica sobre el precio por habitación en Viñedo San Lucas. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al área de reservaciones al +52 4...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-21,Costo por noche de las diferentes opciones de habitaciones?,No tengo información específica sobre el costo por noche de las habitaciones en Viñedo San Lucas. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al área de reservacion...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-21,precios,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Si te interesa conocer precios específicos, te recomiendo contactar directamente al área comercial o de reservaciones al +52 415 68...",descartar,dato_dinamico_comercial
LST San Lucas,2026-05-22,Precio por noche de la habitación junior terraza,No tengo información específica sobre el precio por noche de la habitación junior terraza. Te sugiero contactar directamente al área de reservaciones al +52 415 688 2210 o escribir a reservas@sanlucas.com.mx para obtener...,mantener_brecha,brecha_accionable
LST San Lucas,2026-05-23,Qué precio tiene la habitación ,No tengo información específica sobre el precio por noche de las habitaciones en Viñedo San Lucas. Te recomiendo contactar directamente al área de reservaciones al +52 415 688 2210 o escribir a reservas@sanlucas.com.mx p...,mantener_brecha,brecha_accionable
LST San Lucas,2026-05-23,Aplican algún método de sustentabilidad ,"No tengo información específica sobre métodos de sustentabilidad aplicados en Viñedo San Lucas, como sistemas de reciclaje, energías renovables o certificaciones ecológicas. Si este tema es importante para ti, te recomie...",mantener_brecha,brecha_accionable
LST San Lucas,2026-05-24,Quiero preventa de su próximo desarrollo,No tengo información confirmada sobre preventa de un próximo desarrollo en Viñedo San Lucas. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con el área co...,descartar,dato_dinamico_comercial
LST San Lucas,2026-05-25,Pudieras darme los precios de las habitaciones?,No tengo información específica sobre los precios de las habitaciones del hotel en Viñedo San Lucas. Te recomiendo contactar directamente al área de reservaciones al +52 415 688 2210 o escribir a reservas@sanlucas.com.mx...,descartar,respuesta_parcial_util
LST San Lucas,2026-05-27,Precio,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas en los documentos disponibles. Si buscas precios de experiencias, te comparto algunos ejemplos:

- Cata de vinos: $890 MXN por perso...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-27,quiero saber el precio de la junio suite con balcon,"No tengo información específica sobre el precio de la Junior Suite con balcón. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con un asesor del hotel.

Si...",descartar,dato_dinamico_comercial
LST San Lucas,2026-05-28,cuánto mide el perímetro de Viñedo San Lucas,"No tengo información confirmada sobre el perímetro exacto de Viñedo San Lucas. Si necesitas ese dato específico, te sugiero contactar directamente al equipo comercial o de ventas del proyecto para obtenerlo. ¿Te gustaría...",mantener_brecha,brecha_accionable
LST San Lucas,2026-05-28,Qué precio tienen ,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas en los documentos oficiales. Si te interesa saber precios de experiencias como catas, el costo es de $890 por persona para la cata t...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-29,Precios,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Sin embargo, puedo compartirte algunos precios de experiencias y servicios:

- Catas de vino: desde $650 hasta $890 por persona, se...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-29,Hola quiero infomes sobre un terreno,"Claro, te ayudo con gusto. Sobre terrenos en Viñedo San Lucas, no tengo información específica sobre lotes, precios o disponibilidad en este momento. La información puede variar según la etapa del proyecto y actualizació...",descartar,dato_dinamico_comercial
LST San Lucas,2026-05-29,Precios ,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Sin embargo, puedo compartirte algunos precios de experiencias y servicios:

- Catas de vino: desde $650 hasta $890 por persona (se...",descartar,respuesta_parcial_util
LST San Lucas,2026-05-29,Y que hay del restaurante ? ,No tengo información específica sobre los precios del restaurante de Viñedo San Lucas. El menú es de cocina mediterránea y puedes consultarlo de manera digital aquí: [Menú digital](https://drive.google.com/drive/folders/...,descartar,offtopic_no_brecha
LST San Lucas,2026-05-29,Precios ,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Sin embargo, puedo compartirte algunos precios de experiencias y servicios:

- Catas de vino: desde $650 hasta $890 por persona, de...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-01,En el restaurante tiene área para fumar puro?,No tengo información confirmada sobre un área específica para fumar puro dentro del restaurante de Viñedo San Lucas. Te sugiero preguntar directamente al hacer tu reservación para que puedan orientarte sobre espacios dis...,descartar,offtopic_no_brecha
LST San Lucas,2026-06-03,costos de habitaciones,No tengo información específica sobre los costos de las habitaciones en Viñedo San Lucas. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al área de reservaciones al +5...,descartar,dato_dinamico_comercial
LST San Lucas,2026-06-03,Precios de restaurantes?,No tengo información específica sobre los precios de los platillos en el restaurante de Viñedo San Lucas. El menú es de cocina mediterránea y puedes consultarlo en línea aquí: [Menú digital](https://drive.google.com/driv...,descartar,respuesta_parcial_util
LST San Lucas,2026-06-03,cual seria el precio para 5 personas del 12 al 14 de junio?,No tengo información específica sobre tarifas de hospedaje para 5 personas ni precios exactos por noche en las fechas que mencionas (12 al 14 de junio). La ocupación máxima por habitación depende de la categoría: las sui...,mantener_brecha,brecha_accionable
LST San Lucas,2026-06-03,Cuál es el precio de esta habitación ,No tengo información específica sobre el precio de las habitaciones en Viñedo San Lucas. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al área de reservaciones al +52...,descartar,dato_dinamico_comercial
LST San Lucas,2026-06-03,Una noche que precio tiene en habitación junio balcon?,No tengo información específica sobre el precio por noche de la habitación junior con balcón. Te recomiendo contactar directamente al área de reservaciones al +52 415 688 2210 o escribir a reservas@sanlucas.com.mx para o...,mantener_brecha,brecha_accionable
LST San Lucas,2026-06-05,is it possible to park van overnight there?,"I don't have specific information about overnight van parking at Viñedo San Lucas. The property offers parking for hotel guests, but overnight parking for vans or campers is not mentioned in the official details.

I reco...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-05,precios de estancia 2 personas del ,No tengo información específica sobre los precios de estancia para 2 personas en el hotel de Viñedo San Lucas. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al áre...,descartar,dato_dinamico_comercial
LST San Lucas,2026-06-05,paquetes romanticos,"No tengo información específica sobre paquetes románticos como tal en Viñedo San Lucas. Sin embargo, el hotel y restaurante ofrecen experiencias ideales para parejas, como cenas con vista al lago, spa con rituales especi...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-06,que incluye el brunch?,No tengo información específica sobre qué incluye el brunch en Viñedo San Lucas. Te recomiendo contactar directamente al restaurante para conocer el menú y los detalles. Puedes reservar o pedir informes al 415 688 2210 o...,descartar,respuesta_parcial_util
LST San Lucas,2026-06-06,cuanto cuesta el brunch? precio para loa adultos y niños,No tengo información confirmada sobre el precio del brunch para adultos o niños en Viñedo San Lucas. Te sugiero comunicarte directamente al restaurante para obtener los precios actualizados. Puedes llamar al 415 688 2210...,descartar,respuesta_parcial_util
LST San Lucas,2026-06-06,Precio habitación ,No tengo información específica sobre el precio por habitación en Viñedo San Lucas. Te recomiendo contactar directamente al área de reservaciones al +52 415 688 2210 o escribir a reservas@sanlucas.com.mx para obtener la ...,mantener_brecha,brecha_accionable
LST San Lucas,2026-06-06,vi q. tienes una opción de $350,"No tengo información confirmada sobre una cata sin alcohol con precio de $350 en Viñedo San Lucas. El precio oficial que aparece en los documentos es de $550 por persona para la cata sin alcohol.

La información puede va...",mantener_brecha,brecha_accionable
LST San Lucas,2026-06-06,Quiero conocer los precios  los conceptos de terrenos con casas,No tengo información específica sobre los precios ni los conceptos exactos de terrenos con casas en Viñedo San Lucas. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo di...,descartar,dato_dinamico_comercial
LST San Lucas,2026-06-07,Precios de habitaciones ,"No tengo información específica sobre los precios de las habitaciones del hotel en Viñedo San Lucas. Para conocer tarifas actualizadas y disponibilidad, te recomiendo contactar directamente al área de reservaciones al +5...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-07,Quisiera saber los precios de los paquetes de experiencias de cata con hospedaje ,"No tengo información específica sobre paquetes que incluyan cata con hospedaje y sus precios exactos. Sin embargo, te puedo compartir que la experiencia de cata tiene un costo de $890 por persona (incluye recorrido, degu...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-08,precio,"No tengo información sobre precios de hospedaje o venta de terrenos en Viñedo San Lucas. Sin embargo, te puedo compartir algunos precios de experiencias y servicios:

- Cata de vinos: $890 MXN
- Cata sin alcohol: $550 MX...",descartar,respuesta_parcial_util
LST San Lucas,2026-06-08,costo hosedaje por noche,"No tengo información específica sobre el costo por noche del hospedaje en Viñedo San Lucas. Los precios pueden variar según la temporada, tipo de habitación y disponibilidad.

Te recomiendo contactar directamente al área...",descartar,dato_dinamico_comercial
Ara Dream Diamante,2026-05-17,Precio de los departamentos ,"Actualmente no tengo información confirmada sobre los precios exactos de los departamentos en Dream Diamante, ya que estos pueden variar según disponibilidad y actualización comercial. Te recomiendo validarlo directament...",descartar,dato_dinamico_comercial
ORIGINA_CRM_Agentflow,2026-05-25,"[SYS_CTX user_id=1 user_doc_id=m8tzmodz5t46d8wuu20o7jvk role=authenticated name=Alta Prueba]
Disponibilidad","No puedo obtener la disponibilidad en este momento porque la herramienta **listar_tipologias** está respondiendo **HTTP 404 (Not Found)**.

Si me confirmas **qué tipología** te interesa, puedo intentarlo directo por **sl...",mantener_brecha,brecha_accionable
ORIGINA_CRM_Agentflow,2026-05-25,"[SYS_CTX user_id=1 user_doc_id=m8tzmodz5t46d8wuu20o7jvk role=authenticated name=Alta Prueba]
¿Qué leads entraron hoy?",Parece que hay un problema de autorización y no puedo acceder a los leads en este momento. Te recomendaría intentar nuevamente más tarde o verificar si hay algún inconveniente con la sesión. Si necesitas realizar otra ac...,descartar,respuesta_parcial_util
ORIGINA_CRM_Agentflow,2026-05-25,"¿Qué pendientes tengo el día de hoy, o qué puedo hacer el día de hoy?","Para decirte **pendientes de hoy (lunes 25 de mayo de 2026)** necesito jalar tus **leads/cotizaciones** del CRM, pero ahorita las herramientas me están devolviendo **401 (sin credenciales válidas)**, así que no puedo ver...",revisar_manual,no_match_no_info_actual
Nizuc,2026-05-28,Are you able to reserve cabanas by the beach and how much does that cost?,"Yes, you can reserve beach beds (cabanas) by the beach at Nizuc Resort. Beach beds are complimentary during the low season, while during high season they are available for rent. The exact cost during high season is not s...",revisar_manual,no_match_no_info_actual
LST La Santisima,2026-05-10,Costo por renta para boda ,"No tengo información específica sobre el costo de renta para boda en La Santísima Trinidad. Todo dependerá del tipo de evento (civil, banquete, solo comida en restaurante, número de personas, horario, etc.).  

Para coti...",descartar,respuesta_parcial_util
LST La Santisima,2026-05-10,cuanto cuestas las casas,"Por ahora no tengo información específica sobre los precios de las casas del desarrollo.

Los costos pueden variar según el tamaño del terreno, la ubicación dentro del proyecto y si es solo terreno o casa terminada.  

T...",descartar,dato_dinamico_comercial
LST La Santisima,2026-05-11,de todo,"Te detallo los precios principales por tipo de servicio:

**1) Catas y tours en la vinícola**  
- Cata completa (recorrido + cata + maridaje): **$790 MXN por persona**  
- Solo degustación (cata + maridaje, sin recorrido...",revisar_manual,no_match_no_info_actual
LST La Santisima,2026-05-11,Cuanto cuestan los terrenos en san Miguel y de que tamaño son?,"En este momento no tengo información específica sobre los terrenos en San Miguel dentro de La Santísima Trinidad (precios ni medidas exactas por lote).

Lo más recomendable es que te contacten directamente para darte las...",descartar,respuesta_parcial_util
LST La Santisima,2026-05-13,¿Cuánto cuesta un lote?,No cuento con información confirmada sobre el costo de los lotes en La Santísima Trinidad. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con un asesor de...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-13,¿Cuánto cuesta un lote?,No tengo información confirmada sobre el precio de los lotes en La Santísima Trinidad. Los precios pueden variar según disponibilidad y actualización comercial. Te sugiero contactar directamente al área de ventas para ob...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-14,Costo de habitación ,No tengo información específica sobre el costo de las habitaciones en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la ta...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-15,Precios,"No tengo información actualizada sobre los precios de las habitaciones del hotel. La tarifa puede variar según la temporada y disponibilidad.

Te recomiendo reservar directamente a través de este enlace de Open Table:  
...",descartar,dato_dinamico_comercial
LST La Santisima,2026-05-16,Precio habitación doble,No tengo información específica sobre el precio de la habitación doble. Te sugiero contactar directamente al hotel para obtener la tarifa actualizada y disponibilidad. Puedes comunicarte al 473 134 1086 o escribir a hote...,descartar,respuesta_parcial_util
LST La Santisima,2026-05-16,Costos de hospedaje,No tengo información específica sobre los costos de hospedaje en el hotel de La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtene...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-17,Coato de habitacion,"El hotel de La Santísima Trinidad cuenta con 5 habitaciones en total, divididas en tres categorías: Master Suite, Suite y Suite con balcón. Cada una está equipada con cama king size, baño completo, minibar, TV de pantall...",descartar,respuesta_parcial_util
LST La Santisima,2026-05-18,¿Me podrías dar información sobre el precio de los cuartos de la suite?,No tengo información específica sobre los precios de las suites o sus habitaciones. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con un asesor del hotel...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-19,Costo de hotel ,No tengo información específica sobre el costo por noche del hotel en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la ta...,descartar,dato_dinamico_comercial
